offer_id,base_price,offered_price,quantity,buyer_rating,buyer_account_age_months,is_return_customer,message_length,has_exchange_proposal,has_image_attachment,product_category,provider_decision
OFFER_00090,515.41,298.28,1,4.6,30,0,346,0,1,Toys,REJECT
OFFER_00091,605.32,649.76,3,2.8,20,1,196,0,1,Books,ACCEPT
OFFER_00092,1153.88,1263.37,3,1.1,43,0,4,0,0,Electronics,REJECT
OFFER_00093,1492.89,1467.49,3,4.1,15,0,180,0,0,Beauty,ACCEPT
OFFER_00094,1444.65,1244.46,2,3.5,41,0,158,0,1,Toys,ACCEPT
OFFER_00095,189.37,114.87,4,1.7,9,0,448,0,0,Beauty,REJECT
OFFER_00096,521.37,509.53,4,4.9,19,0,173,0,0,Clothing,ACCEPT
OFFER_00097,1933.34,1937.4,4,4.9,36,0,404,0,0,Clothing,ACCEPT
OFFER_00098,1348.93,1174.43,5,2.5,41,0,55,0,0,Health,REJECT
OFFER_00099,1127.2,1173.05,2,3.6,41,0,465,0,0,Clothing,ACCEPT
OFFER_00100,1893.06,1160.55,4,1.5,16,0,69,0,0,Food & Grocery,REJECT
OFFER_00101,1487.12,755.7,4,3.6,32,0,480,0,1,Toys,REJECT
OFFER_00102,894.94,505.89,3,1.4,44,0,461,0,0,Books,REJECT
OFFER_00103,1936.73,2061.28,4,1.4,14,0,305,0,1,Toys,ACCEPT
OFFER_00104,260.59,207.22,1,4.3,36,0,110,0,0,Home & Garden,REJECT
OFFER_00105,1196.0,710.53,2,5.0,35,0,89,0,0,Home & Garden,ACCEPT
OFFER_00106,1582.07,896.33,3,1.1,17,1,379,0,1,Clothing,REJECT
OFFER_00107,1558.25,1183.13,1,2.8,15,0,22,0,0,Food & Grocery,ACCEPT
OFFER_00108,1290.25,544.23,4,4.4,28,0,251,0,0,Clothing,REJECT
OFFER_00109,305.18,149.03,5,3.5,36,0,195,0,0,Automotive,REJECT
OFFER_00110,866.1,827.27,1,4.4,42,0,282,0,0,Automotive,ACCEPT
OFFER_00111,833.49,816.15,4,2.7,7,0,160,0,0,Home & Garden,ACCEPT
OFFER_00112,953.79,442.42,1,1.4,7,0,190,0,0,Health,REJECT
OFFER_00113,1127.75,980.03,4,2.4,43,0,216,0,0,Beauty,ACCEPT
OFFER_00114,709.78,571.05,2,1.6,31,0,55,0,0,Clothing,REJECT
OFFER_00115,1152.46,1112.19,5,4.9,40,0,329,0,0,Beauty,ACCEPT
OFFER_00116,553.81,517.09,3,2.4,12,0,289,0,1,Electronics,ACCEPT
OFFER_00117,1065.66,706.89,4,2.4,24,0,166,0,0,Clothing,REJECT
OFFER_00118,319.6,296.62,1,3.7,18,0,217,0,0,Beauty,ACCEPT
OFFER_00119,1029.57,660.59,1,2.1,44,0,269,0,1,Books,REJECT
OFFER_00120,119.02,64.64,2,4.1,17,0,61,1,0,Home & Garden,REJECT
OFFER_00121,1069.84,600.26,5,4.3,23,1,441,0,0,Automotive,REJECT
OFFER_00122,1725.6,1385.71,5,2.6,41,0,58,0,0,Home & Garden,REJECT
OFFER_00123,1240.07,1218.27,3,1.4,7,0,301,0,1,Beauty,ACCEPT
OFFER_00124,450.93,426.3,1,3.0,8,0,99,0,0,Home & Garden,ACCEPT
OFFER_00125,301.42,162.19,5,1.6,42,1,487,0,0,Health,REJECT
OFFER_00126,903.32,945.69,5,3.6,40,0,497,0,0,Clothing,ACCEPT
OFFER_00127,1266.46,1212.55,5,1.2,33,1,236,0,1,Beauty,ACCEPT
OFFER_00128,1729.86,1727.62,5,3.4,25,0,283,0,0,Electronics,ACCEPT
OFFER_00129,1621.53,1388.49,3,3.4,33,1,31,0,0,Toys,REJECT
OFFER_00130,177.81,151.55,1,2.0,29,0,268,0,0,Toys,REJECT
OFFER_00131,780.96,735.76,5,1.2,41,0,33,0,0,Books,ACCEPT
OFFER_00132,1450.23,1246.61,5,4.5,22,1,339,0,0,Books,ACCEPT
OFFER_00133,1420.58,652.48,5,2.5,22,0,343,0,0,Food & Grocery,ACCEPT
OFFER_00134,1344.21,1016.14,1,2.5,12,0,174,0,0,Sports,REJECT
OFFER_00135,318.34,193.25,1,3.0,35,0,452,0,0,Health,ACCEPT
OFFER_00136,759.67,390.15,5,4.2,11,0,22,0,0,Sports,REJECT
OFFER_00137,1225.08,1135.25,4,1.9,16,0,414,0,0,Sports,ACCEPT
OFFER_00138,1894.79,2063.63,4,4.1,25,0,214,0,0,Health,ACCEPT
OFFER_00139,507.51,430.79,3,3.2,7,0,264,0,0,Home & Garden,ACCEPT
OFFER_00140,1811.56,911.48,4,1.4,15,0,452,0,1,Electronics,REJECT
OFFER_00141,754.18,505.54,1,2.5,2,0,50,0,0,Home & Garden,ACCEPT
OFFER_00142,580.89,569.76,2,4.0,31,0,2,0,1,Sports,ACCEPT
OFFER_00143,1102.12,1001.9,5,2.7,19,0,62,1,0,Health,ACCEPT
OFFER_00144,230.61,238.36,5,3.1,41,0,123,0,0,Electronics,ACCEPT
OFFER_00145,488.72,338.0,1,3.1,24,1,269,0,0,Food & Grocery,REJECT
OFFER_00146,787.0,573.8,4,4.9,17,0,182,0,0,Clothing,REJECT
OFFER_00147,1473.02,932.07,1,2.4,22,0,89,0,0,Automotive,REJECT
OFFER_00148,1624.88,721.72,4,1.1,13,1,102,0,0,Beauty,REJECT
OFFER_00149,1978.35,1543.35,3,1.1,42,1,182,0,1,Toys,ACCEPT
OFFER_00150,1600.69,1129.87,4,4.0,25,0,95,0,0,Food & Grocery,ACCEPT
OFFER_00151,174.4,121.58,4,3.4,12,0,164,0,0,Beauty,REJECT
OFFER_00152,1209.22,844.38,4,2.4,3,0,466,0,0,Beauty,REJECT
OFFER_00153,1585.04,697.66,4,2.5,48,0,487,1,0,Automotive,ACCEPT
OFFER_00154,143.79,135.88,3,2.4,37,1,78,0,0,Toys,ACCEPT
OFFER_00155,163.0,80.91,3,2.6,42,0,491,0,0,Automotive,REJECT
OFFER_00156,1827.95,881.86,3,3.8,14,0,146,0,0,Sports,REJECT
OFFER_00157,1707.12,1223.03,4,5.0,44,0,163,0,0,Food & Grocery,ACCEPT
OFFER_00158,1783.75,1776.53,2,4.2,33,0,102,0,0,Automotive,ACCEPT
OFFER_00159,1112.5,732.29,5,1.5,6,1,203,0,0,Food & Grocery,REJECT
OFFER_00160,824.77,661.82,2,4.9,42,1,238,0,0,Food & Grocery,ACCEPT
OFFER_00161,372.11,400.53,4,3.0,4,0,265,0,0,Toys,ACCEPT
OFFER_00162,458.69,487.7,5,4.6,6,0,325,0,0,Beauty,ACCEPT
OFFER_00163,195.92,166.28,5,4.8,10,1,319,0,0,Health,ACCEPT
OFFER_00164,1728.92,789.87,5,2.1,14,0,213,0,1,Food & Grocery,REJECT
OFFER_00165,1913.73,1412.45,4,2.2,5,0,80,0,0,Sports,REJECT
OFFER_00166,295.9,296.8,3,3.9,23,0,66,0,0,Clothing,ACCEPT
OFFER_00167,938.28,550.99,2,1.6,4,0,196,0,0,Home & Garden,REJECT
OFFER_00168,1868.17,1690.3,2,4.1,32,0,239,0,0,Electronics,ACCEPT
OFFER_00169,792.55,570.68,2,1.9,23,1,144,0,0,Automotive,ACCEPT
OFFER_00170,26.27,12.48,2,4.5,47,0,206,0,0,Health,REJECT
OFFER_00171,731.42,440.33,4,3.0,36,0,319,0,1,Clothing,REJECT
OFFER_00172,1591.85,1014.58,3,4.0,13,0,205,0,1,Home & Garden,REJECT
OFFER_00173,1609.89,1229.2,2,3.4,33,1,476,0,0,Health,REJECT
OFFER_00174,605.48,384.76,5,3.1,46,0,243,0,0,Clothing,REJECT
OFFER_00175,1171.57,1122.05,1,3.4,17,0,400,0,0,Sports,ACCEPT
OFFER_00176,1171.21,608.28,5,4.1,25,1,348,0,0,Clothing,ACCEPT
OFFER_00177,887.67,615.29,4,3.8,27,0,313,0,0,Electronics,REJECT
OFFER_00178,1042.18,826.05,4,3.1,21,0,235,0,0,Toys,REJECT
OFFER_00179,1736.63,1522.19,3,3.4,13,0,142,0,0,Beauty,ACCEPT
OFFER_00180,1412.75,1247.7,4,2.3,23,0,478,0,0,Clothing,ACCEPT
OFFER_00181,1090.95,1120.44,4,4.3,10,0,147,0,1,Automotive,ACCEPT
OFFER_00182,1497.2,823.15,5,2.1,36,0,70,0,0,Sports,REJECT
OFFER_00183,1342.97,1036.41,2,1.2,27,0,241,0,0,Electronics,REJECT
OFFER_00184,1956.04,998.67,4,2.9,13,0,147,0,0,Clothing,REJECT
OFFER_00185,472.12,432.97,1,4.7,12,0,428,0,0,Books,ACCEPT
OFFER_00186,380.76,351.94,3,4.5,1,0,308,0,0,Beauty,ACCEPT
OFFER_00187,1286.21,986.55,2,4.4,30,0,414,0,0,Automotive,REJECT
OFFER_00188,1440.01,590.2,3,4.2,37,0,98,0,0,Books,REJECT
OFFER_00189,1035.41,477.03,1,1.7,9,0,479,0,0,Sports,REJECT
OFFER_00190,541.32,341.43,5,3.9,1,0,184,0,1,Clothing,REJECT
OFFER_00191,327.84,288.58,3,3.8,41,0,151,0,0,Home & Garden,ACCEPT
OFFER_00192,915.41,999.8,3,2.7,36,0,387,0,0,Sports,ACCEPT
OFFER_00193,1363.88,1114.39,1,3.1,34,0,39,0,1,Food & Grocery,REJECT
OFFER_00194,412.29,319.8,2,2.3,34,0,348,0,0,Clothing,REJECT
OFFER_00195,896.51,393.52,2,3.1,30,0,286,0,0,Electronics,REJECT
OFFER_00196,1634.74,1507.33,5,1.3,28,0,32,0,1,Clothing,REJECT
OFFER_00197,949.42,570.57,2,4.1,42,0,330,0,0,Books,REJECT
OFFER_00198,1835.06,1218.93,1,3.7,43,0,68,0,0,Home & Garden,REJECT
OFFER_00199,792.19,387.49,2,4.3,2,0,237,0,0,Food & Grocery,REJECT
OFFER_00200,467.03,337.4,2,2.1,47,0,16,0,0,Electronics,ACCEPT
OFFER_00201,143.91,117.4,4,3.4,46,0,125,0,0,Sports,ACCEPT
OFFER_00202,1511.23,1425.46,2,3.0,19,0,469,0,0,Health,ACCEPT
OFFER_00203,1638.58,927.16,2,4.9,34,0,153,0,0,Health,REJECT
OFFER_00204,1824.04,1528.9,4,3.2,4,0,482,0,0,Food & Grocery,ACCEPT
OFFER_00205,838.49,422.98,4,1.7,35,0,434,0,0,Home & Garden,REJECT
OFFER_00206,1830.33,1452.68,4,3.2,9,0,130,0,0,Automotive,REJECT
OFFER_00207,194.0,176.0,2,1.2,25,0,308,1,1,Health,ACCEPT
OFFER_00208,1122.11,825.4,3,2.2,1,0,97,0,1,Automotive,REJECT
OFFER_00209,1394.3,1244.61,4,4.7,36,0,144,0,0,Toys,ACCEPT
OFFER_00210,725.69,738.73,4,1.4,47,0,429,0,0,Toys,ACCEPT
OFFER_00211,1129.42,626.71,2,1.1,36,0,296,0,0,Sports,REJECT
OFFER_00212,765.88,753.13,4,3.2,44,0,390,0,0,Automotive,ACCEPT
OFFER_00213,1468.22,949.24,2,3.9,32,1,455,0,0,Electronics,REJECT
OFFER_00214,1679.75,759.3,1,4.1,27,1,322,0,0,Electronics,ACCEPT
OFFER_00215,917.46,405.81,5,4.7,43,0,3,0,0,Electronics,REJECT
OFFER_00216,556.73,603.63,1,3.0,45,0,412,0,0,Clothing,ACCEPT
OFFER_00217,489.53,408.19,3,4.3,18,0,40,0,0,Health,ACCEPT
OFFER_00218,1397.5,852.45,1,3.6,42,0,47,0,0,Automotive,ACCEPT
OFFER_00219,28.81,14.98,4,4.4,42,0,289,0,0,Food & Grocery,REJECT
OFFER_00220,467.24,481.67,5,2.9,3,0,350,0,0,Health,ACCEPT
OFFER_00221,366.92,365.2,1,4.8,38,1,420,0,0,Clothing,ACCEPT
OFFER_00222,1132.28,902.07,4,3.7,35,0,386,0,0,Clothing,REJECT
OFFER_00223,1948.9,852.81,4,1.9,5,0,393,0,0,Toys,REJECT
OFFER_00224,553.92,606.44,4,1.9,36,0,221,0,0,Books,ACCEPT
OFFER_00225,1241.05,1189.72,1,1.3,10,0,401,0,0,Toys,ACCEPT
OFFER_00226,192.13,203.67,4,2.4,18,1,44,0,0,Food & Grocery,ACCEPT
OFFER_00227,215.55,99.74,5,1.4,39,0,442,0,0,Books,REJECT
OFFER_00228,1452.44,1149.86,2,3.3,11,0,86,0,0,Automotive,ACCEPT
OFFER_00229,342.74,203.3,3,2.9,5,0,483,0,0,Health,REJECT
OFFER_00230,921.14,455.82,1,4.8,22,0,194,0,0,Toys,REJECT
OFFER_00231,1648.84,1410.95,5,1.5,21,0,355,0,0,Books,REJECT
OFFER_00232,589.98,523.0,4,4.9,16,0,143,0,0,Clothing,REJECT
OFFER_00233,407.6,447.58,2,3.7,36,1,372,0,0,Automotive,ACCEPT
OFFER_00234,1664.25,746.27,4,3.7,9,0,123,0,0,Books,REJECT
OFFER_00235,157.19,171.89,4,3.3,35,0,471,0,0,Electronics,ACCEPT
OFFER_00236,725.46,744.94,5,3.4,6,1,127,0,0,Health,ACCEPT
OFFER_00237,1967.38,1719.94,4,4.9,22,0,220,0,1,Sports,ACCEPT
OFFER_00238,1042.41,840.56,5,1.9,24,0,395,0,0,Home & Garden,ACCEPT
OFFER_00239,58.88,27.86,4,4.7,6,1,481,0,0,Toys,REJECT
OFFER_00240,421.67,311.21,4,1.4,47,0,163,1,1,Clothing,ACCEPT
OFFER_00241,692.73,330.12,2,4.7,48,0,89,0,0,Books,REJECT
OFFER_00242,471.39,322.21,2,1.7,43,0,14,0,0,Automotive,REJECT
OFFER_00243,783.78,700.16,2,2.1,46,0,32,0,0,Food & Grocery,ACCEPT
OFFER_00244,658.71,474.46,3,3.7,32,0,327,0,0,Books,REJECT
OFFER_00245,702.37,696.65,5,1.7,44,0,152,0,0,Home & Garden,ACCEPT
OFFER_00246,484.76,233.59,3,3.8,33,0,305,0,0,Home & Garden,REJECT
OFFER_00247,1079.38,1126.24,2,3.2,32,0,95,0,0,Electronics,ACCEPT
OFFER_00248,1904.17,1407.61,2,4.3,36,0,253,0,0,Automotive,REJECT
OFFER_00249,174.51,73.57,2,2.2,18,0,147,0,0,Automotive,REJECT
OFFER_00250,235.29,112.93,5,4.3,24,0,387,1,0,Food & Grocery,REJECT
OFFER_00251,856.06,783.46,2,2.2,3,0,178,0,1,Clothing,ACCEPT
OFFER_00252,481.52,465.87,5,3.8,46,0,219,0,1,Sports,ACCEPT
OFFER_00253,1612.83,1288.74,5,2.1,35,1,360,0,0,Food & Grocery,REJECT
OFFER_00254,1361.81,635.5,4,4.7,18,0,64,0,1,Home & Garden,REJECT
OFFER_00255,1658.68,1547.6,4,3.0,37,0,321,0,0,Clothing,ACCEPT
OFFER_00256,1502.11,1331.31,3,2.8,32,0,1,0,0,Clothing,ACCEPT
OFFER_00257,922.31,797.71,3,4.4,35,0,495,0,0,Beauty,ACCEPT
OFFER_00258,574.35,449.78,2,3.3,32,0,457,0,1,Clothing,REJECT
OFFER_00259,1675.04,689.11,2,2.8,1,0,219,0,0,Home & Garden,REJECT
OFFER_00260,610.71,618.1,3,1.4,24,0,190,0,0,Electronics,ACCEPT
OFFER_00261,617.96,549.74,2,2.7,6,0,0,0,1,Health,ACCEPT
OFFER_00262,1363.17,554.13,3,4.3,28,0,244,1,0,Clothing,REJECT
OFFER_00263,741.45,451.9,4,4.1,9,0,346,0,0,Electronics,REJECT
OFFER_00264,336.59,217.38,2,3.5,10,0,315,0,0,Clothing,REJECT
OFFER_00265,288.63,140.33,4,2.4,28,0,71,0,0,Sports,REJECT
OFFER_00266,1204.02,993.7,1,4.4,43,0,105,0,0,Books,ACCEPT
OFFER_00267,118.59,121.97,2,3.0,8,0,326,0,0,Electronics,ACCEPT
OFFER_00268,1868.51,920.03,5,2.7,35,0,390,0,0,Clothing,ACCEPT
OFFER_00269,144.39,84.26,1,4.7,26,0,321,0,0,Books,REJECT
OFFER_00270,174.03,134.98,5,1.6,6,0,261,0,0,Home & Garden,REJECT
OFFER_00271,787.56,664.71,1,2.2,28,0,433,0,0,Books,ACCEPT
OFFER_00272,1228.47,538.71,2,1.5,46,1,5,0,0,Food & Grocery,REJECT
OFFER_00273,1646.79,957.56,3,1.5,18,0,60,0,1,Books,REJECT
OFFER_00274,137.11,123.21,5,3.5,32,0,184,1,0,Home & Garden,ACCEPT
OFFER_00275,517.68,244.36,5,3.7,8,0,260,1,0,Electronics,REJECT
OFFER_00276,948.81,633.89,2,1.7,3,0,467,0,0,Sports,REJECT
OFFER_00277,838.35,758.04,3,4.3,37,0,257,0,1,Sports,ACCEPT
OFFER_00278,1963.01,2096.21,1,4.5,19,0,159,0,0,Electronics,ACCEPT
OFFER_00279,590.27,560.26,5,2.0,24,0,252,0,0,Food & Grocery,ACCEPT
OFFER_00280,497.8,201.34,4,1.1,35,0,429,0,1,Toys,ACCEPT
OFFER_00281,1318.03,1310.52,3,1.4,34,0,214,0,1,Home & Garden,ACCEPT
OFFER_00282,195.12,203.88,5,2.7,24,0,382,1,1,Home & Garden,ACCEPT
OFFER_00283,794.76,647.19,1,2.7,9,0,133,0,0,Books,ACCEPT
OFFER_00284,1473.35,917.37,3,1.9,13,1,394,0,0,Home & Garden,REJECT
OFFER_00285,634.93,307.63,3,4.9,14,0,237,0,1,Home & Garden,REJECT
OFFER_00286,615.39,549.72,5,1.2,21,1,364,0,0,Food & Grocery,ACCEPT
OFFER_00287,604.69,589.01,2,1.1,26,0,284,0,0,Automotive,ACCEPT
OFFER_00288,1589.68,771.02,1,4.3,15,1,421,0,0,Clothing,REJECT
OFFER_00289,525.05,508.73,1,5.0,13,0,227,0,1,Toys,ACCEPT
OFFER_00290,1885.14,820.88,5,2.7,47,0,15,0,0,Toys,REJECT
OFFER_00291,382.43,227.89,2,1.1,40,0,331,0,0,Food & Grocery,REJECT
OFFER_00292,184.57,123.31,4,1.8,34,0,410,0,1,Books,REJECT
OFFER_00293,724.63,566.05,4,2.4,37,0,198,0,1,Health,ACCEPT
OFFER_00294,1792.57,1693.94,1,4.2,31,0,392,0,0,Home & Garden,ACCEPT
OFFER_00295,1317.16,772.61,1,4.1,15,0,408,0,0,Home & Garden,REJECT
OFFER_00296,1189.11,1146.71,3,4.7,2,0,180,0,0,Health,ACCEPT
OFFER_00297,1675.03,1620.22,4,3.2,12,0,46,1,0,Electronics,ACCEPT
OFFER_00298,11.36,11.84,2,4.2,22,0,470,0,0,Electronics,ACCEPT
OFFER_00299,1177.35,1226.87,1,4.4,24,0,191,0,0,Health,ACCEPT
OFFER_00300,610.51,302.52,2,3.9,28,0,491,0,0,Food & Grocery,REJECT
OFFER_00301,1858.4,1767.14,2,3.7,12,0,375,0,1,Electronics,ACCEPT
OFFER_00302,1897.91,1279.42,5,1.1,39,0,414,0,0,Health,REJECT
OFFER_00303,997.41,630.18,1,2.0,21,1,453,0,0,Toys,REJECT
OFFER_00304,537.77,309.04,1,2.4,7,0,24,0,0,Home & Garden,REJECT
OFFER_00305,991.23,659.27,5,2.5,31,0,295,0,0,Home & Garden,REJECT
OFFER_00306,1600.4,677.59,1,2.3,7,1,87,0,0,Clothing,REJECT
OFFER_00307,1797.27,836.04,5,4.9,31,0,220,0,0,Books,ACCEPT
OFFER_00308,211.5,115.03,2,2.6,36,0,373,0,0,Beauty,REJECT
OFFER_00309,108.77,87.04,4,1.6,24,1,44,0,0,Health,ACCEPT
OFFER_00310,203.0,110.61,3,4.9,31,0,157,0,0,Beauty,ACCEPT
OFFER_00311,1092.81,578.55,4,2.5,29,1,225,0,0,Beauty,REJECT
OFFER_00312,310.75,275.8,1,1.3,23,0,211,0,0,Food & Grocery,ACCEPT
OFFER_00313,780.34,597.59,5,3.7,31,0,120,0,1,Electronics,REJECT
OFFER_00314,1801.91,1730.4,5,1.6,29,1,85,0,0,Home & Garden,ACCEPT
OFFER_00315,165.95,145.74,2,5.0,41,1,304,0,0,Clothing,ACCEPT
OFFER_00316,1117.16,878.58,3,3.1,1,0,319,0,0,Clothing,ACCEPT
